sample-id	forward-absolute-filepath	reverse-absolute-filepath	batch	groups
HB07D036	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D036.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D036.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D038	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D038.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D038.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D039	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D039.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D039.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D040	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D040.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D040.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D041	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D041.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D041.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D042	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D042.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D042.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D043	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D043.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D043.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D044	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D044.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D044.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D045	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D045.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D045.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D046	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D046.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D046.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D047	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D047.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D047.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D048	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D048.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D048.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D049	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D049.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D049.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D050	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D050.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D050.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D051	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D051.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D051.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D052	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D052.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D052.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D053	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D053.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D053.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D054	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D054.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D054.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D055	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D055.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D055.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D056	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D056.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D056.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D057	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D057.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D057.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D058	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D058.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D058.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D059	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D059.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D059.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D060	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D060.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D060.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D061	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D061.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D061.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D062	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D062.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D062.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D063	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D063.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D063.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D064	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D064.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D064.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D065	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D065.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D065.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D066	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D066.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D066.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D067	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D067.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D067.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D068	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D068.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D068.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D069	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D069.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D069.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D070	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D070.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D070.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D071	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D071.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D071.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D072	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D072.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D072.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D073	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D073.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D073.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D074	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D074.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D074.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D075	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D075.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D075.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D076	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D076.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D076.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D077	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D077.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D077.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D078	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D078.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D078.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D079	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D079.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D079.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D080	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D080.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D080.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D081	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D081.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D081.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D082	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D082.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D082.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D083	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D083.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D083.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D084	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D084.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D084.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D085	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D085.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D085.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D086	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D086.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D086.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
HB07D087	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D087.338F_806R.R1.raw.fastq.gz	/data1/public/datas/duck/duck_16S_ITS/02.LAD.DAPr.test.N399.meiji.20260816/MJ20260726039-ZX-M-260726076-吴永飞-微生物多样性（多引物）分析-399个样本/data.338F_806R/rawData/HB07D087.338F_806R.R2.raw.fastq.gz	wuyongfei	HB2
