genus	Homogentisic acid	Catechin	3-Methoxybenzenepropanoic acid	Acesulfame	Tartaric acid	Mannose	Tryptophol	Umbelliferone	Quinaldic acid	Isocitric acid	"3,3-Dimethylglutaric acid"	Oxindole-3-acetic acid	"2,4'-Dihydroxyacetophenone"	"3,5-Diiodo-L-tyrosine"	Ribulose	Arabinose	Arabinonic acid	Inosine	Syringic acid	Guanosine (G)	Heptacosanoic acid	Butyrylcarnitine(C4)	4-Hydroxycinnamic acid	Vanillymandelic Acid	3-Phenylbutyric acid	Ascorbic acid	Quinolinic acid	Indoleacetic acid	"3,4-Dihydro-2H-1-benzopyran-2-one"	Cysteic acid	"1,2,3-Propanetricarboxylic acid"	"2,3-Diaminopropionic acid"	Glutaric acid	Lactulose	Vanillic acid	Mandelic acid
g__Gallipaludibacter	0.40386052193283	0.706662786676864	0.473612964280591	0.304822635587159	0.157276269349323	0.946909832446887	0.753651395339293	0.706367402345949	0.0468201768837313	0.251814941924622	0.150244780092003	0.137348245205103	0.63388003430522	0.472014468824638	0.221500039166348	0.243432175022067	0.0192583238742432	0.0138336511332277	0.514428341805383	0.00813362823266742	0.573902701333772	0.454526015613148	0.756379314624693	0.484901648853259	0.0932115735276153	0.994751267901793	0.992766585341913	0.0321271486535767	0.586750399210299	0.210880979222926	0.799973829733507	0.176385137007662	0.890603244252216	0.456587896458705	0.666657773285906	0.969966963557035
g__Gallitreponema	0.18164305806902	0.183106485278562	0.124660560484913	0.523846030394419	0.835765150729204	0.550424511243407	0.954077840635458	0.688605609273983	0.000893950603331228	0.147165606689248	0.00437363502226717	0.79574873561028	0.418142890397265	0.00776240533642967	0.326115989490962	0.356979619123675	0.951227074090051	0.384793581867152	0.0290527081616532	0.0753764644552736	0.0383667376176565	0.933386778803851	0.128079498072756	0.385771660119196	0.0318882017047264	0.349494191085167	0.274598187290578	0.317549119901545	0.951443140757654	0.561289964143861	0.76911969898313	0.723990451734241	0.00259411250865314	0.300315210260362	0.126268548096449	0.21273252201344
g__Galloscillospira_A	0.540712534931109	0.529103620159479	0.110555464208226	0.328141900866908	0.99125010320846	0.61857046800915	0.29891910366049	0.605062101460162	0.035531339931526	0.75057795435448	0.168797272656125	0.0618009804554443	0.813149911150165	0.475284167847585	0.73780616412654	0.809887816940433	0.0686325041270749	0.27826974510417	0.0772665205441731	0.00752250926992417	0.496443585491971	0.721545824012808	0.973513341636973	0.263578217330752	0.282271170515779	0.720952250004347	0.37177843596517	0.357385376926843	0.649885801257657	0.342326947797157	0.122537097801224	0.581476317719039	0.970980775048569	0.810661826103317	0.509205892677205	0.1809525208604
g__Galloscillospira_B	0.77285528313743	0.338000049033698	0.685557668391497	0.0200240275505825	0.962314792796795	0.672204444854258	0.025542549742593	0.0299972470038499	0.0699846113968812	0.803775177170097	0.430230295656579	0.000228313019210602	0.725110418292995	0.0938395035528854	0.834948895560512	0.996124370137421	0.79697042374098	0.297052801100419	0.748689764279198	0.816395881308765	0.968326605333372	0.549499619624598	0.680772887570759	0.293257172175655	0.0697794824190073	0.750473647096579	0.419946409940058	0.0767460952844965	0.358684987938392	0.917265206024327	0.000201016265251638	0.689932595743061	0.00035150329261692	0.987128592749765	0.822913814909501	0.870861535357959
g__Gastranaerophilus	0.842082683860843	0.949823111632748	0.714306022641599	0.872144700838893	0.880251687273267	0.872144700838893	0.78000839020116	0.971405988502647	0.148060993093607	0.681945697492201	0.593566100500719	0.584165882628859	0.596688496735209	0.536976749788068	0.892229404547551	0.846801365851763	0.956317875497141	0.639111758050195	0.667557845381196	0.88458506155073	0.563315418940163	0.526354255515915	0.818021821516453	0.549530048590021	0.571918014109314	0.883484228782523	0.759405416833636	0.724045123132176	0.658715279560769	0.812772079676295	0.346032521224155	0.406991010965719	0.242204784154069	0.231142929431351	0.772085222712981	0.490431738078856
g__GCA-900066495	0.00495619631833366	0.753766115417323	0.784436816539319	0.336388024383556	0.618632679297927	0.125077751787759	0.226817263289786	0.345822311652401	0.21280010884702	0.026133656774043	0.0722354507015403	0.411707814780359	0.00990402175518357	0.131765374584343	0.136761090752285	0.140811984961383	0.740291260583938	0.610241318385537	0.00355804194473604	0.110838744572084	0.300645560313617	0.963500803120119	0.0292536267707671	0.0237010440343379	0.509717795779762	0.0901320169321729	0.00439460473970361	0.152927147539386	0.241587084396258	0.572155957205476	0.0418454262700635	0.228765416709127	0.838902474511661	0.775385628637069	0.0121855855721839	0.873697252646775
g__Geddesella	0.486756664956679	0.754782555853907	0.751681714226618	0.918521163834361	0.254463502089792	0.908589804205871	0.988862759928138	0.467800333701859	0.591872847780442	0.200346793408929	0.218106604645423	0.75575771571659	0.526078761690794	0.203070822974532	0.709649154292927	0.737560033560384	0.185446141745627	0.699919854700502	0.242964482645118	0.258978819948521	0.551077314778655	0.580052783251738	0.176113930407959	0.737560033560384	0.533965969208032	0.350726438050408	0.446775558984738	0.714853165519589	0.258979827127591	0.128638423710384	0.79933241657901	0.95223232545771	0.669199582771945	0.670339006881371	0.108021344163444	0.124457679220189
g__Gemmiger	1.73856842527832e-05	0.228124957499009	0.093756982434912	0.00917399370510892	0.158770122214643	0.668163147388403	0.000166047780279619	0.00180305291350085	0.000655562500604837	0.0373305268848191	0.000661212956800551	4.28946884433707e-05	0.00262331882011803	0.00294306589630813	0.708031698542217	0.746588505776325	0.26422743721783	0.00128609317324117	0.000142984983075181	2.36451550100956e-05	0.0770102801810738	0.289640100308852	0.0103185208384842	0.0191127873361545	0.00171205017594104	0.134804469746799	0.0186654564118183	0.260687605533787	0.485356231866895	0.535403557804746	0.0239479446302748	0.225380085005666	0.401795986457567	0.416473647974736	0.0066276680497773	0.286184548235074
g__Gemmiger_A	3.23429501524061e-05	0.156048870226164	0.163287016018094	0.102572463234303	0.51395665043845	0.328195109772896	0.00352347965606856	0.0173028695716947	0.00571500517478047	0.102512929933017	0.000185031834563235	0.00573944736780539	0.00111062782683487	0.000180506561846461	0.230478133757333	0.348286083314196	0.486011811122576	0.000916677885614578	5.89815401386069e-05	3.17042668049894e-05	0.0166450066921403	0.473343919484461	0.000446710294024522	0.0298176681978275	0.000201550504501501	0.173033051246049	0.0322141012682086	0.178082606842748	0.951869174378965	0.26396879337026	0.151395591198674	0.135383623453698	0.831298436022412	0.177079592325324	0.00196762335450351	0.95508347041284
g__Harryflintia	0.521100683946968	0.919746836532146	0.742268401559822	0.154445093230483	0.979261380553646	0.983432486287107	0.437103937786282	0.170999161795081	0.133520064713071	0.736031290471064	0.264591517220872	0.0124987380288835	0.633317803612358	0.245943216916503	0.76062020708149	0.907242844208612	0.931584585353104	0.463884127432183	0.430692639536617	0.856605918457401	0.681886559154348	0.497471541677386	0.530176374563823	0.805390850912315	0.140498407836115	0.79898146317728	0.956720174104865	0.2201975350905	0.517450968621107	0.578576526268631	0.00487060704150164	0.721545824012808	0.0137914883312308	0.680571312835663	0.466898507817248	0.742967820357718
g__Helicobacter_D	0.148722993706299	0.614879133326705	0.302531601709389	0.113741543176962	0.736031290471064	0.546635028777864	0.0311407494764342	0.0381865129387187	0.0304013434715591	0.405481737725282	0.218767007878995	0.00437197438857772	0.082542919537553	0.943107806169566	0.0981283763099249	0.0882731605786833	0.810776518898091	0.54929286885764	0.101614305926729	0.0800661491737592	0.917243222327785	0.918001895761738	0.251682631147936	0.0727748741300941	0.48432500773267	0.627287763430459	0.231113859219668	0.0101107347991022	0.9913757803878	0.739127010681551	0.151890725715513	0.27352311236666	0.152008809555631	0.45474593325172	0.380597437173865	0.40597591197461
g__Helicobacter_F	0.954526540106023	0.32229305456299	0.604513771616583	0.790487692657272	0.513653816571899	0.173713775602003	0.611088398183421	0.985588078217806	0.17880208039074	0.385711247395753	0.0195747206782388	0.550394876773353	0.985082005646738	0.735716006398769	0.737649878458482	0.977027014124806	0.862663527764864	0.801308828090839	0.92558159485651	0.943107806169566	0.259790114935891	0.816120297226717	0.940780755352225	0.7301841505935	0.225959723338378	0.665872063960185	0.457276697409403	0.497982429290175	0.303345023052357	0.809930213526725	0.994174366581949	0.914749242013118	0.957552191999552	0.510698464207553	0.81986062048026	0.913419172414106
g__Helicobacter_G	0.00105713867387825	0.0145291856493028	0.08570718605021	0.161884998686559	0.310470234775918	0.184672745663033	0.00271902627203126	0.0162023417301037	8.35272366265842e-06	0.000736053448322828	9.7531523816051e-09	0.0244438477919511	0.000155290711431578	6.27499534435192e-05	0.0618450165603278	0.124038649474818	0.955503299450207	0.0156019172431483	4.33398675762232e-06	0.000268676994314611	0.0132438495862419	0.357333711174048	0.000128640844774584	0.0109265048622803	4.63140583999034e-05	0.00829465426671012	0.00168275721848913	0.172616972102153	0.622426687955867	0.485442308191629	0.0233534250132937	0.0213082795645968	0.780580959619045	0.0278505494471005	0.000102848814851747	0.0885874756888005
g__Helicobacter_H	0.00495885226705339	0.488047779101508	0.416990204355357	0.115435771765138	0.431164946564716	0.00196596780184647	0.0410550951365271	0.0264194172605025	0.0413801678292567	0.00881252066874933	0.0330537626180082	0.0060843819302901	0.0170157417727372	0.114805585578643	0.0159402739634957	0.0100901539836723	0.028960612240594	0.298709571421057	0.00274628066704435	0.0977115730662609	0.341815356353311	0.184863044239353	0.0132955330892678	0.0330564375141407	0.323015789639388	0.000284558989493872	0.0027290956296366	0.0846313707056176	0.605817551473728	0.0778385425552863	0.00968854734573496	0.417507149763251	0.288851417044895	0.0218167477679585	0.00661121235166523	0.00119644117562434
g__Heritagella	0.000127683727495626	0.0885702302407183	0.0868209871185068	0.332941766459505	0.17435224960489	0.242360147132441	0.0190341389370835	0.0992550521532743	8.06142509099299e-05	0.00650996345311435	1.67591684132043e-06	0.038106543649701	0.0091398019585209	0.000204221369413326	0.450327454101255	0.514327305523828	0.692336970792721	0.00491626240217771	0.000212044017357523	0.000600132446313866	0.0122180415417823	0.53087924760876	0.0215124338452004	0.0652923520138741	7.94810038757107e-07	0.10931365998853	0.0768280982923907	0.02815158768445	0.986073916062176	0.27296874359425	0.440903909570406	0.293331331683875	0.472486242450787	0.048607480891917	0.00647035473037244	0.0107874157896265
g__Heteroclostridium	0.0194021255583002	0.00795440983600358	0.00675131918287472	0.900395363295848	0.246558388550326	0.424286838759229	0.0568557168086152	0.302761721940803	1.40395324986945e-07	0.0473514069520222	1.25321686738065e-05	0.0509602526472151	0.0343973005073761	0.00378127896464019	0.0932115735276153	0.11285709063369	0.646561400219945	0.0272421636436579	0.0010038089526516	0.000179598319415158	0.0416511595142077	0.66455010363344	0.009056469386352	0.296867016291986	0.0002649588261419	0.0356826478928531	0.0410550313168231	0.0224624106623681	0.660877769537264	0.933954324532944	0.135016505512883	0.27085789054784	0.478330873975507	0.181848060939887	0.0164640945462916	0.0124987380288835
g__Heteroruminococcus	0.190066632760119	0.351307224474357	0.0246321582089103	0.78856423508907	0.920460439820779	0.471290950570128	0.843031399008087	0.899443496236599	0.000119238360126363	0.401428299033552	0.00101689414447883	0.749378461904119	0.258602583831608	0.0191127873361545	0.0962019810374649	0.22468832723605	0.779405473720459	0.133898054765451	0.0501301290452914	0.0514705273337045	0.0966332075938793	0.752994456396222	0.183497204681073	0.511034368725221	0.0701999353289123	0.17593367454525	0.226817263289786	0.163421965927222	0.692574616526882	0.720427964280976	0.933116935967414	0.0899940453721786	0.0774308277281101	0.153725138287496	0.11923949987968	0.201277929605778
g__Heteroscilispira	0.00375412818844776	0.00652755464349773	0.228726308318249	0.714382906973118	0.54323591830004	0.830003895302959	0.0190066631936292	0.160479061264159	1.96647464139031e-07	0.0580283940483703	1.81103260218967e-06	0.0273672705731025	0.0205469667338144	0.000938216784265951	0.279757151284346	0.3364447143591	0.302345685020731	0.00261156750852119	0.000151784088103968	4.72181878258816e-06	0.0178023989607387	0.251869769039174	0.0281597752481788	0.300230208669372	8.0671575956151e-05	0.197239891079826	0.124232977666372	0.080073696912289	0.774623025186622	0.852847330881008	0.441757809228497	0.321140363308289	0.324181239153646	0.0543614617694488	0.0122762968691835	0.0129624674190375
g__HGM11808	0.000426063619354355	0.0977115730662609	0.117267501711448	0.0156429445523755	0.0556752275355582	0.153161765440593	0.000105899152926389	0.00911678621179476	1.44769801859351e-07	0.000452292522907713	6.03791998382978e-08	0.000512775161334314	0.000371379350426979	0.00135512087306909	0.115180877188355	0.158832225657746	0.590254207582541	0.0186988943798079	1.01876558711058e-06	0.000896648953283596	0.0743203048028648	0.783973194055233	0.00379009638847923	0.000970860188367804	0.00656683777245986	0.000515619051682097	0.00330311701299481	0.261338846569939	0.415203973115494	0.524376216704863	0.0209377178974969	0.0956134542486905	0.543273443937034	0.0153170737986339	0.000891532313836826	0.000146721821148256
g__HGM12545	0.780144105020025	0.918521163834361	0.628622994988638	0.101245578214058	0.557374871877114	0.523806356356699	0.0713093908635344	0.0695636245498832	0.640488358854441	0.798792029495933	0.545987420638553	0.0682033219972852	0.557751258652037	0.607334235957152	0.347191185436228	0.399001875767901	0.469624099722724	0.714382906973118	0.243323948566258	0.555140396234341	0.81434098591799	0.085621404884434	0.990847821724051	0.448827237468051	0.714306022641599	0.508013889402511	0.497471541677386	0.712938377470857	0.0282195961530726	0.982263216668651	0.542783485550959	0.542288460797261	0.579436593855813	0.524983026623225	0.567545047475443	0.447785626447363
g__HGM12587	0.678614640183557	0.536461452263863	0.6456967394508	0.797438627869144	0.63096333147397	0.929615844086774	0.890437210373568	0.858855279397379	0.0363879640108425	0.501950092724849	0.0739325922380062	0.670562336658773	0.560497069790318	0.675261846185147	0.129392452692135	0.121014702035786	0.439971066623712	0.224481066101192	0.20116898744214	0.0217852859021226	0.4005388931394	0.557457447949809	0.974753173911507	0.624179540288962	0.00339715124840856	0.895624889394034	0.416083490726923	0.0452353821347845	0.307142980219106	0.118651423757623	0.932017594490996	0.846801365851763	0.270354293157791	0.955045498727531	0.638505809233022	0.636759163819689
g__HGM12669	0.158672795494415	0.591872847780442	0.791830367256112	0.630471244182511	0.281372421302474	0.330242066732803	0.805337013418962	0.876763769088348	0.105762082049915	0.69654653341438	0.0702473384926716	0.689932595743061	0.687434058357739	0.388152855262957	0.818754991919219	0.741161215266845	0.000906337817346385	0.0945717869847542	0.462479452857505	0.0104412652247891	0.574984536597708	0.0794587030208294	0.90895619911763	0.568561437029235	0.000102136663565687	0.31873055524292	0.509083286066324	0.372050580716505	0.793208132583862	0.356974638629258	0.616343262318714	0.639775256431276	0.28477826391835	0.828330703461422	0.918521163834361	0.843348055882286
g__HGM12814	0.69271836750126	0.83901983282869	0.986499068776436	0.866960164119641	0.866960164119641	0.489572625715842	0.900646696668433	0.907233283154072	0.714382906973118	0.611161312725927	0.53157215012607	0.573985639698796	0.736031290471064	0.231827914769172	0.489572625715842	0.539281094900956	0.364787326026863	0.68549155175956	0.618632679297927	0.91928421131731	0.618632679297927	0.707293983526456	0.30160158376689	0.346648396569889	0.91928421131731	0.597077450071386	0.633616821885974	0.573985639698796	0.900646696668433	0.245943216916503	0.87977704451752	0.442522352178672	0.770464201815184	0.956317875497141	0.35868958515678	0.974753173911507
g__HGM13222	0.123454425907407	0.0225053141120546	0.224257983681306	0.142138828573671	0.806155337479167	0.573376251918205	0.884632002579971	0.562571727481666	7.95415408881768e-06	0.22111219635269	0.000147882355265977	0.64431047999152	0.3219403943732	0.0141145414015489	0.156025280365752	0.182416607104401	0.892108588126967	0.122219324489692	0.0413801678292567	0.0148369861522978	0.224074783596946	0.48822448118245	0.194295416942608	0.506989416893507	0.0359561038880581	0.537393092312278	0.171149882842254	0.791695430325888	0.932017594490996	0.915506728564512	0.250126973735846	0.965389868756622	1.79019620720716e-05	0.106949106073564	0.139957883899779	0.131457301576285
g__HGM13634	0.120001169323744	0.0359638014621151	0.588816671412722	0.306604362856805	0.741305003579891	0.342593311639883	0.337094183853518	0.245222072579611	0.0233073484213333	0.490407790093171	0.0182465361161366	0.0233073484213333	0.3435301550048	0.165848406276092	0.0913304089765012	0.0749371829784012	0.36412943354025	0.0209280921090692	0.121277616491153	0.002830924152164	0.044422511349508	0.343276013526674	0.703030099401302	0.345928390463234	0.109735740669133	0.508061433900443	0.136556221985096	0.00346385005429168	0.705050317216276	0.775316749582605	0.462479452857505	0.36590045643962	0.990768136713846	0.285700616814875	0.234105850719267	0.415240629638816
g__HGM13862	0.288964201859803	0.427760210408144	0.753127345490223	7.76034277259007e-06	0.712636217539861	0.87695711653691	0.0326867050312864	0.000649372537272552	1.02135836072872e-06	0.300771501435537	0.00855470904681924	4.47187431569487e-05	0.801987415258771	0.005322189971985	0.302761721940803	0.491908363163058	0.964601063505513	0.516267345006907	0.254430158870756	0.124853635008077	0.639360628662067	0.426217758488598	0.217382573892599	0.0750884090072786	0.00713939744778059	0.948887099607728	0.397647234588919	0.449787736720786	0.913908421722418	0.622219418363431	0.000411060826126721	0.630531759692238	1.41827020989729e-08	0.162500457694398	0.29842023606302	0.624254166029682
g__HGM14224	0.618836621677583	0.769739778266849	0.523541007559353	0.00226505478631857	0.793407828950931	0.722984758726881	0.0324921668651218	0.00284160133539687	0.0079931044425011	0.863438061187033	0.314528523367408	0.00010243580300631	0.851922156724879	0.168022437918676	0.699881257121486	0.860655413230956	0.854279226325796	0.262987565669118	0.733456336910106	0.991101600212519	0.929571976272281	0.853521797263726	0.827715874311909	0.136153032702694	0.122726338921921	0.402475339642963	0.556292479091085	0.132426558150683	0.757517710641915	0.741414589897804	1.95455825151631e-06	0.912989646404079	3.68978799045173e-05	0.886018496637618	0.734474898776831	0.789471695730596
g__HGM16780	0.0581604569446353	0.00732615827690873	0.163841277558682	0.984658374749573	0.593566100500719	0.825484119445298	0.511554271888601	0.817019659877933	7.70001501395085e-05	0.209104870688363	0.00352929572435719	0.31022245655294	0.243919067667788	0.0156354914203368	0.26303255355446	0.283113976013193	0.416083490726923	0.0432289491220716	0.07712377477224	0.0013433642035044	0.18623571936116	0.829415589971869	0.510010242062198	0.975146938418991	0.00956826009904651	0.678164724042973	0.749837698079613	0.0624868653063858	0.88922337965041	0.978039992101888	0.848410344647652	0.655138757804338	0.0396159341277919	0.152243332255619	0.365557986805078	0.0432289491220716
g__Holdemanella	0.0254005238833467	0.525098410254775	0.99701078321378	0.0134254211841552	0.275666075161892	0.946815898666498	0.0138233689761067	0.00943016887035054	0.916532269690067	0.0563583552270384	0.189384653817524	0.00101608849920935	0.00625199119867339	0.198743597831335	0.931225032426397	0.900616482904395	0.286098713147365	0.013482314642469	0.128758734596057	0.0131929776414918	0.157010002698271	0.707214750809388	0.0933930376187747	0.00892425499671409	0.0514177656610058	0.249722459296515	0.0696059570795074	0.111211961939903	0.947390394940917	0.633616821885974	0.0191908643432625	0.104405780902394	0.000146595924901801	0.953205197116371	0.270692580885192	0.941503207839565
g__Holdemania	0.0246151513059118	0.00344398671100915	0.0929995492807278	0.567913436402848	0.394515707574247	0.628443127705338	0.12264311926073	0.205811803480072	0.000380612474509458	0.207769424689832	6.76565486201515e-05	0.111117980661737	0.262232953083104	0.00251122405769316	0.55415006031954	0.491908363163058	0.499894578485764	0.00204017322742517	0.00858778752290301	0.000416158302597073	0.040391538807015	0.573749648785896	0.121780430966294	0.339855456310206	0.00292472107536892	0.245792645370318	0.191265013312572	0.00752845993709568	0.760100176786275	0.99343233975382	0.545987420638553	0.598535683021754	0.881152969984769	0.0406288750446759	0.0882068555914251	0.218601478786946
g__Intestinimonas	0.627166335670631	0.640122449580036	0.0552287879193326	0.315164790569281	0.930710274130391	0.910245769933684	0.123626250461076	0.359519296674775	0.023286200226177	0.655124743896628	0.255387641876352	0.466656192789207	0.943107806169566	0.173840514637818	0.12535633020383	0.152927147539386	0.403354251020075	0.0863572493417539	0.896935455205383	0.0121977955235378	0.790487692657272	0.77715274212643	0.96092775362812	0.181150090286412	0.152815601989028	0.565748414986139	0.776312343413205	0.486087119772707	0.459669806006411	0.740731358191308	0.0546708705275604	0.717699444846975	0.00234164476011211	0.874936853948244	0.844837962608356	0.824487308681301
g__JAAVYW01	0.024311199898149	0.0128349513562829	0.423498060432668	0.0201504918610053	0.358770971137595	0.239895986825167	0.7597311538401	0.302709706553568	1.29450981037632e-07	0.0611389264883426	5.60369084057088e-05	0.188689582454752	0.149697547774374	0.000923640621480879	0.0488291365484862	0.0800661491737592	0.873848358954825	0.151101856805432	0.0128197124947297	0.013863523541064	0.102761588098053	0.7800007327067	0.0834195340788079	0.640777816810937	0.00336097915947136	0.384756165207518	0.243125575451149	0.911329589715939	0.878760770264708	0.513653816571899	0.0332912602978853	0.650699878091722	2.58260177096423e-06	0.0106720250559724	0.0383044907129159	0.19908760512734
g__JAAWBF01	0.0973413610451359	0.0334360942747673	0.259202569824613	0.704422549134574	0.787044517156963	0.94145811068052	0.448783253601393	0.981866644977757	5.17147941177798e-07	0.331482964264374	8.22397989735545e-05	0.793407828950931	0.205064839308138	0.00137143654249337	0.677087375144594	0.793888794926722	0.285700616814875	0.0574578204226491	0.00942221403033448	0.000894850423382837	0.180591370955387	0.347594887103838	0.126826700661888	0.971751774607331	0.0010009051692557	0.38657956770558	0.241858451700868	0.519959601377547	0.986155437918552	0.895037765207477	0.599998006758146	0.827063408567959	0.014815892263739	0.107354230354599	0.132088884549076	0.0693793889648567
g__JAAWPK01	0.0512996681171402	0.00751106787182499	0.133527021992176	0.981031504219878	0.811334198622529	0.559252104022416	0.4177513019479	0.825996094015983	5.71234160178436e-05	0.100275095304963	0.00208634327332813	0.507215678957684	0.0993420710514443	0.0498512927877922	0.101833862346874	0.112060050568466	0.654892556070816	0.0950167759641295	0.0392821402152396	0.00184733770687624	0.278697042851175	0.802230176746159	0.147827563500945	0.673935999321472	0.198235466172294	0.168171934218735	0.0214345266350593	0.206050141414434	0.893585355913409	0.97571192824811	0.678693875452762	0.493907318293707	0.0510113376371895	0.146503738499048	0.151027312151217	0.0363720635101771
g__JAAZPT01	0.00105434907256395	0.0895614107084688	0.884632002579971	0.188656710748184	0.159500764429302	0.0159124269238294	0.150371283896367	0.316487288200076	0.0782818454472453	0.00360112381361988	0.0629587624011698	0.583817036959605	0.013292851019826	0.0450567485302044	0.0101970086737036	0.0124987380288835	0.158393666173584	0.956317875497141	0.0109002963470015	0.293701593864689	0.0369841951997103	0.705036131094563	0.00472533115384353	0.012968119270937	0.783631602182688	0.0101049305423174	0.0106172490868696	0.96346391360151	0.994174366581949	0.0450603438446256	0.426078393086344	0.478330873975507	0.864897566957978	0.0492330714148823	0.00813411212691322	0.596511811980407
g__JAAZZIT01	0.714306022641599	0.293826878256235	0.461079792491586	0.190813478180401	0.865250274914673	0.576815604233883	0.524624320477647	0.102333908527385	0.450098653279601	0.864797482556629	0.459775324970539	0.157895106558462	0.418660611615132	0.922879987726332	0.691795540975298	0.699919854700502	0.480557322744709	0.638929856869178	0.773077126695899	0.845383106898633	0.265932431541588	0.893390072873872	0.6818094287767	0.635714870314876	0.276658844163206	0.663385770533369	0.846348752811834	0.0967833446231664	0.182659113756917	0.669230571091529	0.0478635812961146	0.467539510842256	0.050348349862074	0.858855279397379	0.622219418363431	0.732950513502019
g__JAEDES01	0.689208094926077	0.742835370772821	0.413316243890209	0.748938739244886	0.100099373726542	0.816890346938563	0.732564852871207	0.445783150809795	0.243274981454002	0.148243218947786	0.556787931663141	0.484672381747552	0.446562213291352	0.551087221416425	0.57342635534397	0.476413031842151	0.0182852279031471	0.355334624254536	0.719540896511197	0.302652506318395	0.573985639698796	0.763712806876443	0.069144663656562	0.924226456618918	0.0578027670416939	0.663237993813981	0.539290228074204	0.114595957660577	0.0590322747866458	0.161915317892376	0.890422538098257	0.339855456310206	0.701477253692045	0.901167662355461	0.136306900421972	0.932017594490996
g__JAEDEU01	0.975178741039738	0.217578032926788	0.749416899413585	0.139633666995927	0.654782272856743	0.259782789706392	0.788615423335566	0.18062930449475	0.342952777349974	0.797037744357579	0.633125871979494	0.339103639512843	0.629861099332204	0.728647957903805	0.124459354051966	0.148722993706299	0.342630210978153	0.479693788528646	0.807382329813332	0.93523720871853	0.542783485550959	0.907233283154072	0.853900913169212	0.292227644385214	0.404584099619016	0.707785446347377	0.842118136192311	0.084622689435374	0.114595957660577	0.574709695155329	0.462772848677608	0.937572257980893	0.0957298473516842	0.55051879880277	0.83901983282869	0.641357779503044
g__JAEZXH01	0.691489301195242	0.978293465839358	0.811334198622529	0.363368054917335	0.992886237548288	0.752517752873539	0.213175271729589	0.330451593930926	0.625260748848348	0.610666986887463	0.980776078983912	0.148722993706299	0.312562090953727	0.503439292268932	0.795828712216782	0.545998112048135	0.766799862464594	0.973787269635021	0.350789619029714	0.6643024901551	0.325983273604201	0.620497602166698	0.354852992761194	0.708361265579483	0.988343881155704	0.850495164	0.690160551056892	0.523620095006203	0.3094785553395	0.646384862785264	0.981740443339578	0.115554200066822	0.160341269778806	0.782678234122241	0.35199523064518	0.994636778214862
g__JAEZZT01	0.763370112752844	0.860655413230956	0.462479452857505	0.956317875497141	0.886131016617299	0.678164724042973	0.907233283154072	0.678164724042973	0.462479452857505	0.721545824012808	0.962778362558978	0.699919854700502	0.618632679297927	0.626701498950619	0.573985639698796	0.383506670961026	0.670849068108977	0.74181804328018	0.925970893187663	0.663141756462939	0.699919854700502	0.986499068776436	0.900646696668433	0.866960164119641	0.364787326026863	0.94463646870772	0.383506670961026	0.866960164119641	0.777077909773811	0.670849068108977	0.87368787388252	0.435878699044138	0.94463646870772	0.803943773907441	0.912989646404079	0.370357854638188
g__JAFBIO01	0.000166047780279619	0.0170154987902052	0.157671682964276	0.0620143802614814	0.559290364601652	0.396819923142737	0.00175357101995335	0.00183957936760227	5.52825589801203e-05	0.0468029615083898	1.36160799737708e-05	0.000580675506055671	0.00315175622604319	0.00117478833376839	0.0373444885889574	0.0811618225306113	0.378918155054084	0.000237378607489406	0.000129001985267221	6.53872540298266e-05	0.00721424624263578	0.259299560208306	0.00521605047463764	0.0218744764168754	1.59204344887155e-05	0.057963224771738	0.0110603636955919	0.00347188416080314	0.999803389687578	0.509209449482352	0.0374015187393492	0.096920495672597	0.931994345084933	0.0979784935413208	0.00686001021632443	0.332950009161507
g__JAGCJX01	0.721936381040312	0.927889767640091	0.265295029175918	0.170971505686112	0.193204564621538	0.464212544540173	0.587689860856323	0.418285899406959	0.602996436625647	0.352467615392279	0.941290836740791	0.320859921139749	0.913751313927031	0.744120632580972	0.980905669241259	0.928003743211196	0.170177497467817	0.608204713231624	0.739482954155714	0.980875809605399	0.881730270909821	0.866960164119641	0.423705546661261	0.821600533003112	0.460589717215393	0.415169136282253	0.178082606842748	0.470809543681045	0.581476317719039	0.617346755733518	0.732216627504281	0.901552419541431	0.998018904434051	0.855963922222711	0.342749097045806	0.0635490716718855
g__JAGHEK01	0.0925593733363397	0.573035878053702	0.879440116726236	0.533925908022627	0.643028958526254	0.661640544039932	0.457144301415283	0.635044996209329	0.130048073343884	0.0848910464897564	0.510264187881698	0.486236022989536	0.00582201668330116	0.194295416942608	0.380348988785793	0.329097477000137	0.850032557010405	0.926216498836284	0.0450603438446256	0.253142529998474	0.46913448481761	0.698902643102761	0.034648575846585	0.490431571444321	0.84545963364282	0.714853165519589	0.55509373949707	0.638526377769149	0.630392037431473	0.726991032923383	0.732461293405938	0.379064979427515	0.945491052261471	0.611398596075824	0.0275943401031127	0.217511420793694
