MGE_subtype,ARG,species,gut_locations
tnpA,tet(A),s__Escherichia coli,Feces
IS91,sul2,s__Escherichia coli,Feces
tnpA,sul2,s__Escherichia coli,Feces
tnpA,sul2,s__Escherichia coli,Feces
tnpA,sul2,s__Escherichia coli,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,catB3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,Feces
qacEdelta,qacEdelta1,s__Citrobacter portucalensis,Feces
tniB,qacEdelta1,s__Citrobacter portucalensis,Feces
tnpA,qacEdelta1,s__Citrobacter portucalensis,Feces
qacEdelta,sul1,s__Citrobacter portucalensis,Feces
tniB,sul1,s__Citrobacter portucalensis,Feces
tnpA,sul1,s__Citrobacter portucalensis,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,tet(A),s__Klebsiella pneumoniae,Feces
tnpA,lnuG,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus faecium,Feces
intI1,aadA5,s__Escherichia coli,Feces
intI1,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,Feces
intI1,sul1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tniB,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,sul1,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacL,s__unclassified Lysobacteraceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,poxtA,s__Lactobacillus crispatus,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpAN,APH(3'')-Ib,s__Escherichia coli,Feces
tnpAN,APH(6)-Id,s__Escherichia coli,Feces
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,Feces
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,Feces
tnpA,TEM-1,s__unclassified Escherichia species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
IS91,sul2,s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Pseudomonadota species,Feces
intI1,aadA5,s__Escherichia coli,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
intI1,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
intI1,sul1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,APH(3')-VIa,s__unclassified Enterobacterales species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,catA8,s__Enterococcus faecium,Feces
rep22,ANT(4')-Ia,s__unclassified Bacteria species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
Tn916,tet(S),s__Enterococcus faecalis,Feces
rep7,tet(K),s__Staphylococcus aureus,Feces
tnpA,ANT(9)-Ia,s__unclassified Staphylococcaceae species,Feces
IS26,qacG,s__Acinetobacter seifertii,Feces
IS26,qacG,s__Acinetobacter seifertii,Feces
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
rep22,ANT(4')-Ia,s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Pseudomonadota species,Feces
tnpA,tet(Z),s__Cellulosimicrobium cellulans,Feces
qacEdelta,dfrA12,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
intI1,ANT(2'')-Ia,s__Denitrificimonas caeni,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,APH(3')-Ia,s__unclassified Enterobacteriaceae species,Feces
tnpA,ErmB,s__Staphylococcus aureus,Feces
tnpA,vanYG,s__Blautia parvula,Feces
Tn916,tet(S),s__unclassified Bacilli species,Feces
tnpA,tet(A),s__unclassified Enterobacterales species,Feces
rep7,catA8,s__Enterococcus faecalis,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
rep22,ErmC,s__Enterococcus faecalis,Feces
rep7,tet(45),s__Mammaliicoccus sciuri,Feces
IS26,qacG,s__Acinetobacter sp. YH12138,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecium,Feces
intI1,arr-2,s__Escherichia coli,Feces
intI1,cmlA5,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,mphA,s__unclassified Enterobacteriaceae species,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Streptococcus pasteurianus,Feces
tnpA,ErmB,s__Streptococcus suis,Feces
tnpA,ErmG,s__unclassified Bacteroides species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
rep7,catA8,s__unclassified Streptococcus species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(6)-Id,s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,ErmF,s__Segatella copri,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
intI1,arr-2,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,poxtA,s__Enterococcus cecorum,Feces
qacEdelta,qacEdelta1,s__Pseudomonas aeruginosa,Feces
tnpA,poxtA,s__Lactobacillus crispatus,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,sul2,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Pseudomonadota species,Feces
tnpA,tet(A),s__unclassified Pseudomonadota species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
rep1,ErmB,s__Streptococcus suis,Feces
tnpA,ErmB,s__Streptococcus suis,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
intI1,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,dfrA12,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3'')-Ib,s__unclassified Acinetobacter species,Feces
tnpA,APH(6)-Id,s__unclassified Acinetobacter species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
IS91,APH(6)-Id,s__Escherichia coli,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,fexA,s__Enterococcus faecium,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(W),s__Lactobacillus helveticus,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Staphylococcus aureus,Feces
intI1,aadA5,s__Escherichia coli,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
intI1,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul2,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul2,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,poxtA,s__Ligilactobacillus salivarius,Feces
tnpA,tet(W),s__Lactobacillus helveticus,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Staphylococcus pseudintermedius,Feces
rep7,tet(45),s__Mammaliicoccus sciuri,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,tet(A),s__unclassified Gammaproteobacteria species,Feces
rep21,lnuA,s__Mammaliicoccus sciuri,Feces
repUS12,ANT(4')-Ia,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecalis,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecalis,Feces
tnpA,APH(3')-Ia,s__unclassified Bacteria species,Feces
tnpA,tet(Q),s__Segatella copri,Feces
qacEdelta,sul1,s__Microbacterium sp. A8/3-1,Feces
rep22,ErmC,s__Staphylococcus aureus,Feces
tnpA,APH(3')-VIa,s__Acinetobacter baumannii,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter venetianus,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter venetianus,Feces
tnpA,APH(3')-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Bacteria species,Feces
intI1,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
intI1,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,tet(Z),s__Cellulosimicrobium cellulans,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-58,s__Acinetobacter baumannii,Feces
IS91,sul2,s__Acinetobacter towneri,Feces
tnpA,sul2,s__Acinetobacter towneri,Feces
qacEdelta,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,dfrA12,s__Enterobacter hormaechei,Feces
qacEdelta,qacL,s__Enterobacter hormaechei,Feces
tnpA,APH(3')-IIIa,s__Fundicoccus culcitae,Feces
tnpA,ErmB,s__Fundicoccus culcitae,Feces
tnpA,SAT-4,s__Fundicoccus culcitae,Feces
tnpA,aad(6),s__Fundicoccus culcitae,Feces
rep7,tet(45),s__Staphylococcus aureus,Feces
intI1,aadA5,s__Escherichia coli,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
intI1,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
intI1,sul1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
tnpA,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
tnpA,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
tnpA,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,sul1,s__Escherichia coli,Feces
qacEdelta,qacG,s__Luteimonas sp. JM171,Feces
qacEdelta,AAC(6')-Ib8,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA12,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,AAC(3)-IVa,s__unclassified Bacteria species,Feces
rep7,catA8,s__Enterococcus faecalis,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,fexA,s__Staphylococcus sp. 11-B-312,Feces
rep22,ANT(4')-Ia,s__unclassified Bacteria species,Feces
rep7,tet(45),s__Staphylococcus aureus,Feces
IS91,sul2,s__unclassified Bacteria species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(M),s__Enterococcus faecalis,Feces
Tn916,tet(S),s__Enterococcus faecalis,Feces
rep21,lnuA,s__Mammaliicoccus sciuri,Feces
IS91,sul2,s__unclassified Flavobacterium species,Feces
rep7,tet(K),s__Staphylococcus aureus,Feces
rep7,catA8,s__Enterococcus faecalis,Feces
tnpA,tet(A),s__unclassified Alphaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Alphaproteobacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,ErmB,s__Enterococcus faecium,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tnpA,fexA,s__unclassified Lactobacillaceae species,Feces
tnpA,qacG,s__Acinetobacter sp. YH12138,Feces
IS91,sul2,s__Oceanimonas sp. AH20CE76,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
tnpA,tet(M),s__unclassified Lactobacillales species,Feces
rep22,tet(45),s__Staphylococcus aureus,Feces
rep22,ANT(4')-Ia,s__unclassified Bacteria species,Feces
qacEdelta,qacL,s__unclassified Pseudomonadota species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
